unique_id,date,name,category,type,rating,price,average_revenue
135246884584992,2022-06-15,Executive Suite,HotelRoom,Travel,2,63,72808.16
135246884580336,2022-01-24,Royal Suite,HotelRoom,Travel,2,90,84336.61
135246884584272,2022-05-08,Seaside Cottage,BeachHouse,Vacation,1,78,67756.1
135246884570256,2022-04-18,Family Farmhouse,Cottage,Vacation,4,66,84741.42
135246884571312,2022-04-13,Family Farmhouse,Cottage,Vacation,2,67,73962.78
135246884576112,2022-06-24,Family Farmhouse,Cottage,Vacation,2,83,69823.93
135246884575344,2022-06-13,Royal Suite,HotelRoom,Travel,1,62,89390.68
135246884582736,2022-02-25,Executive Suite,HotelRoom,Travel,1,78,95848.28
135246884581536,2022-02-05,Royal Suite,HotelRoom,Travel,2,83,97506.25
135246884578800,2022-06-15,Family Farmhouse,Cottage,Vacation,1,83,60726.28
135246884574432,2022-01-06,Royal Suite,HotelRoom,Travel,2,81,64754.4
135246884578080,2022-11-06,Royal Suite,HotelRoom,Travel,2,73,68689.53
135246884582928,2022-03-28,Royal Suite,HotelRoom,Travel,3,96,91006.53
135246884573760,2022-02-16,Seaside Cottage,BeachHouse,Vacation,1,92,84601.41
135246884573568,2022-09-01,Family Farmhouse,Cottage,Vacation,3,88,89115.75
135246884583744,2022-06-04,Family Farmhouse,Cottage,Vacation,1,77,86682.17
135246884576304,2022-02-05,Family Farmhouse,Cottage,Vacation,1,65,76425.68
135246884571648,2022-02-04,Urban Retreat,Cottage,Vacation,1,83,84425.12
135246884573328,2022-01-12,Royal Suite,HotelRoom,Travel,,91,79399.5
135246884571072,2022-04-10,Royal Suite,HotelRoom,Travel,1,71,78708.21
135246884583408,2022-09-22,Urban Retreat,Cottage,Vacation,2,64,78653.24
135246884573376,2022-02-08,Royal Suite,HotelRoom,Travel,1,70,67182.63
135246884580912,2022-08-12,Family Farmhouse,Cottage,Vacation,1,,
135246884581728,2022-06-21,Urban Retreat,Cottage,Vacation,1,81,96602.4
135246884582208,2022-02-14,Royal Suite,HotelRoom,Travel,4,78,70297.77
135246884577792,2022-08-18,Family Farmhouse,Cottage,Vacation,1,89,77384.61
135246884582784,2022-06-08,Royal Suite,HotelRoom,Travel,3,72,95847.62
135246884576256,2022-06-29,Family Farmhouse,Cottage,Vacation,2,85,66142.77
135246884581776,2022-03-01,Royal Suite,HotelRoom,Travel,1,66,80055.85
135246884576208,2022-02-08,Royal Suite,HotelRoom,Travel,2,76,78443.1
135246884582688,2022-01-11,Seaside Cottage,BeachHouse,Vacation,4,90,77901.87
135246884570400,2022-06-15,Royal Suite,HotelRoom,Travel,2,62,78869.93
135246884576928,2022-04-06,Royal Suite,HotelRoom,Travel,2,73,70360.48
135246884576832,2022-01-30,Urban Retreat,Cottage,Vacation,1,98,81577.54
135246884576976,2022-03-21,Royal Suite,HotelRoom,Travel,3,79,63901.95
135246884577552,2022-02-16,Royal Suite,HotelRoom,Travel,3,66,96926.48
135246884576880,2022-01-22,Executive Suite,HotelRoom,Travel,2,,
135246884584080,,Royal Suite,HotelRoom,Travel,3,75,60300.57
135246884585136,2022-06-05,Royal Suite,HotelRoom,Travel,3,84,86214.76
135246884580192,2022-02-14,Royal Suite,HotelRoom,Travel,3,,
135246884583072,2022-02-12,Family Farmhouse,Cottage,Vacation,2,89,79607.14
135246884583840,2022-01-27,Royal Suite,HotelRoom,Travel,3,92,65911.81
135246884575872,2022-02-05,Royal Suite,HotelRoom,Travel,3,85,64528.17
135246884583648,2022-01-28,Urban Retreat,Cottage,Vacation,2,81,74881.79
135246884582304,2022-03-04,Royal Suite,HotelRoom,Travel,1,90,60977.78
135246884575152,2022-01-16,Urban Retreat,Cottage,Vacation,4,73,76466.36
135246884584224,2022-06-05,Seaside Cottage,BeachHouse,Vacation,3,96,77307.14
135246884569920,2022-01-27,Family Farmhouse,Cottage,Vacation,3,89,89883.11
135246884575680,2022-04-26,Family Farmhouse,Cottage,Vacation,3,94,67546.76
135246884575008,,Royal Suite,HotelRoom,Travel,2,,
135246884570352,2022-04-01,Family Farmhouse,Cottage,Vacation,4,93,83772.8
135246884574336,2022-03-31,Royal Suite,HotelRoom,Travel,1,87,72516.87
135246884583120,2022-04-28,Family Farmhouse,Cottage,Vacation,3,62,84150.59
135246884582448,2022-04-23,Royal Suite,HotelRoom,Travel,3,,
135246884569200,2022-03-31,Urban Retreat,Cottage,Vacation,2,76,70803.43
135246884581920,2022-07-12,Royal Suite,HotelRoom,Travel,2,78,85364.53
135246884574480,2022-03-09,Urban Retreat,Cottage,Vacation,2,88,77586.55
135246884575584,2022-07-14,Family Farmhouse,Cottage,Vacation,3,71,82534.71
135246884574384,2022-07-15,Family Farmhouse,Cottage,Vacation,2,87,94694.55
135246884574672,2022-03-03,Family Farmhouse,Cottage,Vacation,2,79,76093.43
135246884574240,2022-03-11,Urban Retreat,Cottage,Vacation,3,60,74744.29
135246884574576,2022-02-12,Royal Suite,HotelRoom,Travel,,68,78289.67
135246884574864,2022-01-10,Royal Suite,HotelRoom,Travel,1,82,82856.03
135246884574192,2022-07-25,Executive Suite,HotelRoom,Travel,3,85,88811.73
135246884584176,2022-02-07,Royal Suite,HotelRoom,Travel,1,76,83457.21
135246884569248,2022-02-22,Family Farmhouse,Cottage,Vacation,1,75,82182.07
135246884575440,2022-01-17,Royal Suite,HotelRoom,Travel,1,65,89927.29
135246884576592,2022-07-01,Family Farmhouse,Cottage,Vacation,,85,92825.95
135246884570112,2022-01-14,Executive Suite,HotelRoom,Travel,1,84,75214.24
135246884570064,2022-05-05,Royal Suite,HotelRoom,Travel,4,72,94177.3
135246884570160,2022-03-27,Family Farmhouse,Cottage,Vacation,,66,92859.55
135246884570208,2022-08-08,Royal Suite,HotelRoom,Travel,2,68,86230.12
135246884577696,2022-07-29,Executive Suite,HotelRoom,Travel,2,65,71467.27
135246884580432,2022-01-20,Seaside Cottage,BeachHouse,Vacation,3,84,63939.92
135246884577600,2022-01-24,Family Farmhouse,Cottage,Vacation,2,73,84286.1
135246884569872,2022-05-24,Royal Suite,HotelRoom,Travel,2,83,95584.31
135246884580096,2022-02-18,Urban Retreat,Cottage,Vacation,2,72,95712.83
135246884582832,2022-03-05,Urban Retreat,Cottage,Vacation,1,94,79838.8
135246884582496,2022-01-20,Royal Suite,HotelRoom,Travel,3,92,80650.79
135246884582400,2022-02-28,Royal Suite,HotelRoom,Travel,3,92,71177.75
135246884582160,2022-03-31,Urban Retreat,Cottage,Vacation,2,87,83986.92
135246884584560,2022-02-23,Family Farmhouse,Cottage,Vacation,3,91,82509.42
135246884581824,2022-07-06,Executive Suite,HotelRoom,Travel,1,75,94540.71
135246884583600,,Executive Suite,HotelRoom,Travel,1,77,71269.38
135246884583168,2022-08-26,Family Farmhouse,Cottage,Vacation,2,92,67224.05
135246884583888,2022-02-11,Royal Suite,HotelRoom,Travel,2,75,73062.52
135246884576448,2022-02-14,Royal Suite,HotelRoom,Travel,2,84,98801.14
135246884577408,2022-06-19,Royal Suite,HotelRoom,Travel,1,86,85322.03
135246884573904,2022-01-23,Royal Suite,HotelRoom,Travel,1,95,84351.23
135246884573952,2022-03-22,Royal Suite,HotelRoom,Travel,1,77,98328.97
135246884575824,2022-08-21,Royal Suite,HotelRoom,Travel,3,88,74674.86
135246884578848,2022-03-17,Family Farmhouse,Cottage,Vacation,1,80,84817.41
135246884579376,2022-04-20,Family Farmhouse,Cottage,Vacation,1,,
135246884578992,2022-03-14,Executive Suite,HotelRoom,Travel,2,84,98363.48
135246884576352,2022-01-07,Family Farmhouse,Cottage,Vacation,1,71,88264.56
135246884580480,2022-01-09,Royal Suite,HotelRoom,Travel,2,87,72430.55
135246884585040,2022-01-21,Urban Retreat,Cottage,Vacation,1,67,81272.57
135246884584896,2022-04-30,Family Farmhouse,Cottage,Vacation,3,77,77062.69
135246884584800,2022-01-06,Sunset Retreat,BeachHouse,Vacation,2,87,99719.85
135246884584848,2022-02-25,Royal Suite,HotelRoom,Travel,1,89,83718.15
135246884583216,2022-05-08,Executive Suite,HotelRoom,Travel,2,90,75571.79
135246884581584,2022-06-20,Royal Suite,HotelRoom,Travel,1,94,80582.86
135246884582592,2022-06-17,Royal Suite,HotelRoom,Travel,2,89,60694.73
135246884578944,2022-02-01,Family Farmhouse,Cottage,Vacation,2,84,88898.16
135246884580624,2022-01-08,Family Farmhouse,Cottage,Vacation,1,71,67438.37
135246884579664,2022-05-06,Urban Retreat,Cottage,Vacation,3,,
135246884583312,2022-02-13,Family Farmhouse,Cottage,Vacation,1,71,85313.99
135246884573136,2022-01-28,Family Farmhouse,Cottage,Vacation,1,,
135246884573088,2022-03-05,Royal Suite,HotelRoom,Travel,2,71,91632.53
135246884569680,2022-06-11,Royal Suite,HotelRoom,Travel,1,73,94516.49
135246884577984,2022-02-17,Royal Suite,HotelRoom,Travel,2,95,80130.7
135246884584944,2022-04-08,Family Farmhouse,Cottage,Vacation,1,70,82877.94
135246884580144,2022-02-19,Royal Suite,HotelRoom,Travel,1,87,95845.88
135246884585088,2022-03-03,Royal Suite,HotelRoom,Travel,2,97,83871.48
135246884576400,2022-02-06,Urban Retreat,Cottage,Vacation,3,76,78854.26
135246884584704,2022-02-18,Seaside Cottage,BeachHouse,Vacation,2,77,88969.14
135246884570976,2022-04-09,Royal Suite,HotelRoom,Travel,1,75,72845.54
135246884570928,2022-06-10,Family Farmhouse,Cottage,Vacation,2,76,80613.51
135246884570544,2022-02-24,Executive Suite,HotelRoom,Travel,1,,
135246884576784,2022-07-10,Family Farmhouse,Cottage,Vacation,2,90,77209.28
135246884570448,2022-02-11,Sunset Retreat,BeachHouse,Vacation,2,,
135246884585424,2022-02-18,Urban Retreat,Cottage,Vacation,2,64,73309.39
135246884585376,2022-07-25,Royal Suite,HotelRoom,Travel,2,97,71205.02
135246884569296,2022-06-28,Executive Suite,HotelRoom,Travel,2,83,75316.32
135246884585328,2022-05-01,Family Farmhouse,Cottage,Vacation,1,71,78786.6
135246884585232,2022-09-03,Family Farmhouse,Cottage,Vacation,2,71,66197.71
135246884585184,2022-05-17,Urban Retreat,Cottage,Vacation,4,70,86441.86
135246884585280,2022-03-01,Royal Suite,HotelRoom,Travel,2,84,82521.65
135246884569152,2022-03-06,Executive Suite,HotelRoom,Travel,4,60,77841.54
135246884569824,2022-03-22,Royal Suite,HotelRoom,Travel,2,76,74632.8
135246884569392,2022-07-08,Royal Suite,HotelRoom,Travel,3,74,81492.8
135246884569344,2022-04-16,Family Farmhouse,Cottage,Vacation,1,84,82075.3
135246884569728,2022-03-24,Family Farmhouse,Cottage,Vacation,1,84,69459.68
135246884584368,2022-02-03,Family Farmhouse,Cottage,Vacation,1,82,84511.64
135246884584416,2022-04-11,Family Farmhouse,Cottage,Vacation,3,65,97935.64
135246884582976,2022-01-27,Family Farmhouse,Cottage,Vacation,4,,
135246884582544,2022-01-13,Royal Suite,HotelRoom,Travel,2,88,75381.78
135246884584320,2022-06-13,Royal Suite,HotelRoom,Travel,2,80,60200.54
135246884584464,2022-05-29,Family Farmhouse,Cottage,Vacation,3,86,88301.09
135246884582352,2022-06-03,Family Farmhouse,Cottage,Vacation,3,90,81227.02
135246884584128,2022-01-26,Family Farmhouse,Cottage,Vacation,1,86,83822.82
135246889129520,2022-02-04,Urban Retreat,Cottage,Vacation,4,62,88408.84
135246889127504,2022-02-23,Urban Retreat,Cottage,Vacation,2,84,77763.24
135246889136288,2022-01-07,Royal Suite,HotelRoom,Travel,1,75,74993.32
135246889132160,2022-01-23,Family Farmhouse,Cottage,Vacation,2,72,66891.45
135246889136672,2022-05-01,Family Farmhouse,Cottage,Vacation,1,95,92343.53
135246889131536,2022-10-30,Family Farmhouse,Cottage,Vacation,2,92,98201.91
135246889137200,2022-02-10,Royal Suite,HotelRoom,Travel,3,69,76930.74
135246889130912,2022-01-20,Royal Suite,HotelRoom,Travel,1,83,87055.55
135246889128320,2022-02-02,Royal Suite,HotelRoom,Travel,2,67,99852.74
135246889127072,2022-04-27,Urban Retreat,Cottage,Vacation,2,76,77701.21
135246889130576,2022-01-31,Royal Suite,HotelRoom,Travel,4,77,81135.02
135246889128416,2022-01-31,Seaside Cottage,BeachHouse,Vacation,1,78,80365.28
135246889128560,2022-06-01,Urban Retreat,Cottage,Vacation,2,93,74609.9
135246889139936,2022-07-07,Executive Suite,HotelRoom,Travel,2,79,74378.22
135246889139360,2022-05-10,Family Farmhouse,Cottage,Vacation,1,88,68215.19
135246889132400,2022-03-24,Royal Suite,HotelRoom,Travel,1,76,91052.95
135246889132688,2022-09-10,Royal Suite,HotelRoom,Travel,4,81,76473.96
135246889133840,2022-02-25,Royal Suite,HotelRoom,Travel,1,67,81451.83
135246889134608,2022-10-22,Royal Suite,HotelRoom,Travel,1,63,79103.79
135246889128752,2022-05-18,Seaside Cottage,BeachHouse,Vacation,4,93,86424.33
135246889135856,2022-04-17,Royal Suite,HotelRoom,Travel,1,76,72963.61
135246889132976,2022-09-03,Seaside Cottage,BeachHouse,Vacation,4,67,98485.72
135246889127744,2022-04-02,Family Farmhouse,Cottage,Vacation,3,72,84244.39
135246889136000,2022-03-03,Royal Suite,HotelRoom,Travel,2,86,76791.09
135246889126832,2022-06-05,Urban Retreat,Cottage,Vacation,3,98,77778.64
135246889127456,2022-02-26,Sunset Retreat,BeachHouse,Vacation,2,62,82644.75
135246889131056,2022-06-23,Family Farmhouse,Cottage,Vacation,,81,73645.96
135246889126592,2022-01-29,Royal Suite,HotelRoom,Travel,1,76,80054.13
135246889131296,2022-01-20,Family Farmhouse,Cottage,Vacation,1,72,91977.52
135246889128224,2022-07-04,Sunset Retreat,BeachHouse,Vacation,1,78,82588.69
135246889128800,2022-06-03,Family Farmhouse,Cottage,Vacation,2,87,77484.79
135246889134464,2022-01-21,Royal Suite,HotelRoom,Travel,3,87,76522.35
135246889128128,2022-01-28,Royal Suite,HotelRoom,Travel,2,62,87553.37
135246889129472,2022-08-21,Family Farmhouse,Cottage,Vacation,3,88,86613.16
135246889128272,,Family Farmhouse,Cottage,Vacation,2,93,84936.45
135246889126544,2022-03-27,Urban Retreat,Cottage,Vacation,2,82,93609.37
135246889134560,2022-01-14,Royal Suite,HotelRoom,Travel,3,76,75192.08
135246889131440,2022-02-20,Family Farmhouse,Cottage,Vacation,,86,86372.31
135246889135520,2022-05-27,Family Farmhouse,Cottage,Vacation,3,85,77739.14
135246889127792,2022-02-13,Family Farmhouse,Cottage,Vacation,1,,
135246889126928,2022-01-20,Family Farmhouse,Cottage,Vacation,,70,85959.31
135246889138640,2022-05-04,Family Farmhouse,Cottage,Vacation,3,86,87763.64
135246889137248,2022-01-09,Family Farmhouse,Cottage,Vacation,1,69,90280.61
135246889128368,2022-04-06,Family Farmhouse,Cottage,Vacation,2,71,80581.62
135246889128080,2022-01-19,Family Farmhouse,Cottage,Vacation,4,74,87600.92
135246889131584,2022-01-08,Executive Suite,HotelRoom,Travel,4,79,88500.23
135246889138832,2022-06-17,Family Farmhouse,Cottage,Vacation,2,75,75094.54
135246889129232,2022-07-14,Family Farmhouse,Cottage,Vacation,2,82,89059.37
135246889139792,2022-02-01,Urban Retreat,Cottage,Vacation,3,76,61864.28
135246889126736,2022-03-14,Family Farmhouse,Cottage,Vacation,2,79,91090.09
135246889127696,2022-02-11,Executive Suite,HotelRoom,Travel,2,67,93927.15
135246889131392,2022-04-01,Family Farmhouse,Cottage,Vacation,3,77,70628.77
135246889137056,2022-09-06,Royal Suite,HotelRoom,Travel,1,72,74413.01
135246889132448,2022-07-08,Family Farmhouse,Cottage,Vacation,1,71,86363.3
135246889138784,2022-08-03,Family Farmhouse,Cottage,Vacation,2,,
135247797636352,2022-04-08,Royal Suite,HotelRoom,Travel,3,95,75883.8
135247797640480,2022-07-04,Royal Suite,HotelRoom,Travel,2,63,90700.31
135247797635920,,Family Farmhouse,Cottage,Vacation,3,83,76467.05
135247797634720,2022-05-30,Sunset Retreat,BeachHouse,Vacation,2,89,65824.29
135247797634672,2022-02-05,Family Farmhouse,Cottage,Vacation,2,84,65706.36
135247797634480,2022-01-08,Royal Suite,HotelRoom,Travel,2,90,65553.83
135247797634768,2022-01-07,Family Farmhouse,Cottage,Vacation,2,81,79772.13
135247797635680,2022-03-22,Urban Retreat,Cottage,Vacation,3,66,81123.7
135247797635776,2022-06-06,Family Farmhouse,Cottage,Vacation,3,93,65395.0
135247797635872,2022-04-15,Executive Suite,HotelRoom,Travel,2,63,73409.18
135247797635584,2022-10-01,Seaside Cottage,BeachHouse,Vacation,2,75,85115.26
135247797637552,2022-09-29,Royal Suite,HotelRoom,Travel,1,64,75679.91
135247797648544,2022-03-12,Family Farmhouse,Cottage,Vacation,2,64,98809.6
135247797633088,2022-06-04,Royal Suite,HotelRoom,Travel,4,86,79580.27
135247797633808,2022-03-12,Family Farmhouse,Cottage,Vacation,1,76,79420.71
135247797647296,2022-06-09,Urban Retreat,Cottage,Vacation,1,81,94681.32
135247797633712,2022-04-11,Royal Suite,HotelRoom,Travel,1,79,83022.27
135247797642688,2022-02-11,Royal Suite,HotelRoom,Travel,2,86,66054.51
135247797645376,2022-03-16,Family Farmhouse,Cottage,Vacation,3,77,79074.14
135247797644896,2022-01-16,Family Farmhouse,Cottage,Vacation,1,74,92155.71
135247797645040,2022-01-31,Royal Suite,HotelRoom,Travel,1,89,85916.84
135247797645520,2022-04-20,Family Farmhouse,Cottage,Vacation,2,96,80468.81
135247797645184,2022-05-08,Executive Suite,HotelRoom,Travel,2,81,87960.59
135247797644800,,Royal Suite,HotelRoom,Travel,3,97,68064.46
135247797644848,2022-01-29,Royal Suite,HotelRoom,Travel,2,81,76858.84
135247797644992,2022-01-14,Family Farmhouse,Cottage,Vacation,,70,76699.55
135247797639568,2022-03-12,Executive Suite,HotelRoom,Travel,2,84,73756.5
135247797643120,2022-01-14,Royal Suite,HotelRoom,Travel,3,66,77543.15
135247797643648,2022-03-04,Family Farmhouse,Cottage,Vacation,1,94,68896.0
135247797637264,2022-07-26,Royal Suite,HotelRoom,Travel,3,77,81056.14
135247797637600,2022-02-01,Family Farmhouse,Cottage,Vacation,2,,
135247797636016,,Family Farmhouse,Cottage,Vacation,3,82,69419.83
135247797634432,2022-01-06,Family Farmhouse,Cottage,Vacation,2,74,66870.07
135247797634528,,Royal Suite,HotelRoom,Travel,2,82,90178.41
135247797645664,2022-02-10,Urban Retreat,Cottage,Vacation,1,88,73455.81
135247797648352,2022-04-27,Urban Retreat,Cottage,Vacation,3,78,66322.04
135247797640576,,Family Farmhouse,Cottage,Vacation,1,73,75755.73
135247797645952,2022-02-18,Royal Suite,HotelRoom,Travel,2,63,86299.61
135247797646576,2022-05-21,Family Farmhouse,Cottage,Vacation,3,83,93489.88
135247797633136,2022-05-11,Royal Suite,HotelRoom,Travel,2,72,95050.31
135247797646192,2022-03-10,Urban Retreat,Cottage,Vacation,1,78,85475.57
135247797646528,2022-02-28,Royal Suite,HotelRoom,Travel,3,86,93832.71
135247797648496,2022-08-14,Royal Suite,HotelRoom,Travel,3,77,95779.63
135247797646864,2022-02-23,Family Farmhouse,Cottage,Vacation,1,82,73747.72
135247797635536,2022-02-03,Family Farmhouse,Cottage,Vacation,3,,
135247797635488,2022-01-10,Royal Suite,HotelRoom,Travel,1,83,71717.34
135247797635440,2022-01-07,Family Farmhouse,Cottage,Vacation,3,93,74170.97
135247797635392,2022-02-11,Royal Suite,HotelRoom,Travel,1,83,89630.3
135247797635344,2022-09-05,Family Farmhouse,Cottage,Vacation,3,,
135247797643024,2022-08-22,Executive Suite,HotelRoom,Travel,3,73,76151.85
135247797636400,2022-05-20,Seaside Cottage,BeachHouse,Vacation,1,62,94853.79
135247797646960,2022-05-08,Royal Suite,HotelRoom,Travel,2,95,62408.37
135247797639856,2022-03-19,Royal Suite,HotelRoom,Travel,2,,
135247797636112,2022-04-21,Royal Suite,HotelRoom,Travel,1,71,72514.45
135247797639760,2022-02-16,Seaside Cottage,BeachHouse,Vacation,2,63,75638.11
135247797640960,2022-07-24,Royal Suite,HotelRoom,Travel,3,65,76275.51
135247797639184,2022-02-16,Royal Suite,HotelRoom,Travel,1,92,82506.04
135247797639808,2022-09-11,Family Farmhouse,Cottage,Vacation,,90,68799.77
135247797642112,2022-05-13,Family Farmhouse,Cottage,Vacation,2,92,79068.49
135247797647104,2022-01-07,Family Farmhouse,Cottage,Vacation,3,77,88756.26
135247797643216,2022-06-11,Royal Suite,HotelRoom,Travel,2,79,78691.62
135247797641488,2022-04-18,Family Farmhouse,Cottage,Vacation,2,99,69199.28
135247797641968,2022-04-06,Royal Suite,HotelRoom,Travel,3,75,83337.7
135247797640000,2022-04-25,Executive Suite,HotelRoom,Travel,,97,85735.55
135247797640240,2022-03-08,Family Farmhouse,Cottage,Vacation,1,,
135247797640096,2022-03-25,Urban Retreat,Cottage,Vacation,1,66,83665.75
135247797640144,2022-10-21,Family Farmhouse,Cottage,Vacation,1,99,78213.57
135247797640384,2022-01-23,Royal Suite,HotelRoom,Travel,2,90,86369.98
135247797639472,2022-03-03,Urban Retreat,Cottage,Vacation,2,65,77806.08
135247797635248,2022-05-03,Royal Suite,HotelRoom,Travel,1,76,89217.59
135247797645904,2022-02-27,Family Farmhouse,Cottage,Vacation,1,,
135247797645856,2022-01-22,Family Farmhouse,Cottage,Vacation,2,,
135247797642064,2022-05-23,Executive Suite,HotelRoom,Travel,1,89,80024.73
135247797640816,2022-02-28,Royal Suite,HotelRoom,Travel,1,87,87042.84
135247797640672,2022-05-21,Sunset Retreat,BeachHouse,Vacation,2,70,94704.5
135247797640624,2022-04-21,Royal Suite,HotelRoom,Travel,3,86,80983.82
135247797640720,2022-05-03,Royal Suite,HotelRoom,Travel,2,81,95233.91
135247797635296,2022-01-09,Royal Suite,HotelRoom,Travel,3,86,77045.72
135247797639904,2022-02-15,Seaside Cottage,BeachHouse,Vacation,2,,
135247797640912,2022-03-27,Family Farmhouse,Cottage,Vacation,1,,
135247797639232,2022-02-12,Urban Retreat,Cottage,Vacation,2,75,65072.6
135247797645712,2022-05-19,Family Farmhouse,Cottage,Vacation,1,86,77495.56
135247797640768,2022-09-21,Family Farmhouse,Cottage,Vacation,1,78,60057.97
135247797640288,2022-09-20,Family Farmhouse,Cottage,Vacation,2,74,81933.42
135247797644320,2022-06-13,Royal Suite,HotelRoom,Travel,3,64,99127.73
135247797640336,2022-04-02,Royal Suite,HotelRoom,Travel,3,75,66021.99
135247797644512,2022-03-27,Royal Suite,HotelRoom,Travel,2,70,79962.94
135247797644752,2022-01-29,Royal Suite,HotelRoom,Travel,4,96,93888.84
135247797640432,2022-02-05,Urban Retreat,Cottage,Vacation,1,68,74593.7
135247797644368,2022-09-02,Royal Suite,HotelRoom,Travel,2,81,67461.4
135247797640048,2022-04-21,Royal Suite,HotelRoom,Travel,2,81,81034.2
135247797644656,2022-06-08,Family Farmhouse,Cottage,Vacation,2,76,79056.63
135247797644608,2022-02-03,Royal Suite,HotelRoom,Travel,2,73,68922.97
135247797647632,2022-02-14,Executive Suite,HotelRoom,Travel,1,91,80695.78
135247797647488,2022-01-26,Family Farmhouse,Cottage,Vacation,4,81,76645.9
